Date,Region,Area (km square),Population (Consensus 2017),COVID-19 Lockdown (1= no lockdown        2= school closure          3 = Country wide lockdown),Cumulative Cases,Cumulative  tests performed,Cumulative  Test positive,Discharged,Cumulative Expired (region/province wise),Home Quarantine,Still admitted,No of hospitals ,Beds for COVID,Total Admitted,Admitted Stable,Admitted Critical,Admitted Venilator,Home Quarantine,Recovered,Quarantine Facilities,Cumulative Quarantined,Foreign Transmission Percentage ,Local Transmission Percentage 
11-04-20,Punjab,"205,345","119,017,465",3,15850,33328,2336,39,19,1514,764,147,1592,764,756,8,0,1514,39,37,13026,0.66,0.34
11-04-20,Sindh,"140,914","47,893,244",3,12209,12209,1214,358,22,521,313,169,4688,313,292,21,0,521,358,17,35,0.29,0.71
12-04-20,AJK,"13,297","4,045,000",3,813,813,35,1,0,0,34,15,292,34,34,0,0,0,1,61,302,0.17,0.83
12-04-20,Balochistan,"347,190","12,344,739",3,4099,3812,228,95,2,70,62,87,1699,62,62,0,0,70,95,68,283,0.65,0.35
12-04-20,GB,"72,496","1,900,000",3,1488,1408,216,146,3,58,9,26,151,9,9,0,0,58,146,47,47,0.78,0.22
12-04-20,ICT,906,"2,001,579",3,3570,3570,119,13,1,88,17,2,40,17,15,2,0,88,13,16,257,0.14,0.86
12-04-20,KP,"74,521","39,523,371",3,4232,3259,697,142,31,314,210,141,3046,210,203,7,0,314,142,107,3487,0.36,0.64
12-04-20,Punjab,"205,345","119,017,465",3,18520,36199,2425,258,21,1381,765,147,1592,765,756,9,0,1381,258,37,12893,0.67,0.33
12-04-20,Sindh,"140,914","47,893,244",3,12740,12740,1318,371,28,576,343,169,4688,343,324,19,0,576,371,17,63,0.26,0.74
13-04-20,AJK,"13,297","4,045,000",3,910,910,40,2,0,0,38,15,292,38,38,0,0,0,2,61,307,0.18,0.83
13-04-20,Balochistan,"347,190","12,344,739",3,4222,3906,230,123,2,65,40,87,1699,40,40,0,0,65,123,68,272,0.64,0.36
13-04-20,GB,"72,496","1,900,000",3,1553,1476,224,149,3,63,9,26,151,9,9,0,0,63,149,47,63,0.75,0.25
13-04-20,ICT,906,"2,001,579",3,3836,3836,131,15,1,91,24,2,40,24,21,3,0,91,15,16,229,0.14,0.86
13-04-20,KP,"74,521","39,523,371",3,4305,3478,744,145,34,354,211,141,3046,211,202,9,0,354,145,107,3487,0.35,0.64
13-04-20,Punjab,"205,345","119,017,465",3,19395,38199,2594,272,23,1467,832,147,1592,832,822,10,0,1467,272,37,12902,0.63,0.37
13-04-20,Sindh,"140,914","47,893,244",3,13309,13309,1411,389,30,645,347,169,4688,347,325,22,0,645,389,17,63,0.25,0.75
14-04-20,AJK,"13,297","4,045,000",3,992,992,43,4,0,0,39,16,304,39,39,0,0,0,4,60,313,0.17,0.84
14-04-20,Balochistan,"347,190","12,344,739",3,4341,4012,231,124,2,71,34,87,1699,34,34,0,0,71,124,68,376,0.64,0.36
14-04-20,GB,"72,496","1,900,000",3,1644,1563,233,155,3,66,9,26,151,9,9,0,0,66,155,47,60,0.73,0.27
14-04-20,ICT,906,"2,001,579",3,3947,3947,131,15,1,96,19,2,40,19,16,3,0,96,15,16,279,0.14,0.86
14-04-20,KP,"74,521","39,523,371",3,4783,3793,800,153,35,401,211,141,3046,211,202,9,0,401,153,107,3487,0.34,0.67
14-04-20,Punjab,"205,345","119,017,465",3,21885,41781,2826,508,24,1592,702,147,1592,702,693,9,0,1592,508,37,12902,0.6,0.4
14-04-20,Sindh,"140,914","47,893,244",3,13840,13840,1452,419,31,648,354,169,4688,354,329,25,0,648,419,17,37,0.24,0.76
15-04-20,AJK,"13,297","4,045,000",3,1029,1029,46,4,0,0,42,16,304,42,42,0,0,0,4,60,249,0.15,0.85
15-04-20,Balochistan,"347,190","12,344,739",3,4298,4100,240,137,2,81,20,87,1699,20,20,0,0,81,137,68,307,0.62,0.38
15-04-20,GB,"72,496","1,900,000",3,1742,1618,234,175,3,51,5,26,151,5,5,0,0,51,175,47,51,0.73,0.27
15-04-20,ICT,906,"2,001,579",3,4473,4473,140,17,1,106,16,2,40,16,15,1,0,106,17,16,129,0.13,0.87
15-04-20,KP,"74,521","39,523,371",3,5088,4151,865,178,38,438,211,141,3046,211,202,9,0,438,178,107,3487,0.31,0.69
15-04-20,Punjab,"205,345","119,017,465",3,24726,43565,2945,508,28,1650,759,147,1592,759,750,9,0,1650,508,37,12106,0.59,0.41
15-04-20,Sindh,"140,914","47,893,244",3,14503,14503,1518,427,35,613,443,169,4688,443,418,25,0,613,427,17,58,0.23,0.77
16-04-20,AJK,"13,297","4,045,000",3,1081,1081,46,9,0,0,37,16,304,37,37,0,0,0,9,60,256,0.15,0.85
16-04-20,Balochistan,"347,190","12,344,739",3,4370,4299,280,140,3,112,25,87,1699,25,25,0,0,112,140,68,441,0.53,0.47
16-04-20,GB,"72,496","1,900,000",3,1839,1664,237,178,3,51,5,26,151,5,5,0,0,51,178,43,73,0.72,0.28
16-04-20,ICT,906,"2,001,579",3,4824,4824,145,17,1,110,17,2,40,17,16,1,0,110,17,16,362,0.12,0.88
16-04-20,KP,"74,521","39,523,371",3,5410,4524,912,191,42,468,211,141,3046,211,202,9,0,468,191,107,3487,0.3,0.71
16-04-20,Punjab,"205,345","119,017,465",3,27803,46561,3217,550,34,1877,756,147,1592,756,747,9,0,1877,550,231,12106,0.54,0.46
16-04-20,Sindh,"140,914","47,893,244",3,16026,16026,1668,560,41,748,319,169,4688,319,299,20,0,748,560,17,50,0.21,0.79
17-04-20,AJK,"13,297","4,045,000",3,1135,1135,46,9,0,0,37,16,304,37,37,0,0,0,9,60,257,0.15,0.85
17-04-20,Balochistan,"347,190","12,344,739",3,4490,4427,303,142,5,123,33,87,1699,33,33,0,0,123,142,68,541,0.49,0.51
17-04-20,GB,"72,496","1,900,000",3,1932,1826,245,183,3,54,5,26,151,5,5,0,0,54,183,47,65,0.7,0.3
17-04-20,ICT,906,"2,001,579",3,5150,5150,154,20,1,111,22,2,40,22,21,1,0,111,20,16,299,0.12,0.88
17-04-20,KP,"74,521","39,523,371",3,5758,4885,993,205,45,513,230,141,3046,230,223,7,0,513,205,107,3487,0.29,0.71
17-04-20,Punjab,"205,345","119,017,465",3,29326,48381,3276,630,36,1843,767,147,1592,767,750,17,0,1843,630,231,12072,0.57,0.43
17-04-20,Sindh,"140,914","47,893,244",3,18900,18900,2008,576,45,1120,267,169,4688,267,248,19,0,1120,576,17,4326,0.17,0.83
18-04-20,AJK,"13,297","4,045,000",3,1175,1175,48,9,0,0,39,16,304,39,39,0,0,0,9,60,257,0.14,0.85
18-04-20,Balochistan,"347,190","12,344,739",3,5025,4812,335,142,5,148,40,87,1699,40,40,0,0,148,142,68,500,0.45,0.56
18-04-20,GB,"72,496","1,900,000",3,2313,2021,250,192,3,50,5,26,151,5,5,0,0,50,192,41,60,0.68,0.32
18-04-20,ICT,906,"2,001,579",3,5479,5479,163,20,1,129,13,3,45,13,11,2,0,129,20,16,299,0.11,0.89
18-04-20,KP,"74,521","39,523,371",3,6140,5311,1077,216,50,531,280,141,3046,280,273,7,0,531,216,107,3487,0.26,0.73
18-04-20,Punjab,"205,345","119,017,465",3,31245,52478,3391,672,37,1895,787,147,1592,787,773,14,0,1895,672,231,12072,0.56,0.44
18-04-20,Sindh,"140,914","47,893,244",3,21272,21272,2217,581,47,872,717,169,4688,717,699,18,0,872,581,17,2734,0.16,0.84
19-04-20,AJK,"13,297","4,045,000",3,1229,1229,48,9,0,0,39,16,304,39,39,0,0,0,9,60,239,0.14,0.85
19-04-20,Balochistan,"347,190","12,344,739",3,5485,5085,376,144,5,176,51,88,1699,51,51,0,0,176,144,68,356,0.4,0.61
19-04-20,GB,"72,496","1,900,000",3,2429,2169,257,193,3,56,5,26,151,5,5,0,0,56,193,41,59,0.67,0.33
19-04-20,ICT,906,"2,001,579",3,5857,5857,171,20,2,134,15,3,45,15,12,3,0,134,20,16,299,0.11,0.89
19-04-20,KP,"74,521","39,523,371",3,6531,6003,1137,226,60,557,294,141,3046,294,287,7,0,557,226,107,3487,0.25,0.75
19-04-20,Punjab,"205,345","119,017,465",3,33199,55241,3649,684,41,1932,992,147,1592,992,974,18,0,1932,684,231,0,0.55,0.45
19-04-20,Sindh,"140,914","47,893,244",3,22938,22938,2355,592,48,951,764,169,4688,764,745,19,0,951,592,17,2734,0.15,0.85
20-04-20,AJK,"13,297","4,045,000",3,1275,1275,49,10,0,0,39,16,304,39,39,0,0,0,10,60,238,0.14,0.86
20-04-20,Balochistan,"347,190","12,344,739",3,5793,5315,432,152,5,207,68,88,1699,68,68,0,0,207,152,68,477,0.34,0.66
20-04-20,GB,"72,496","1,900,000",3,2657,2430,263,194,3,62,4,26,151,4,4,0,0,62,194,43,88,0.65,0.35
20-04-20,ICT,906,"2,001,579",3,5976,5976,181,20,3,142,16,3,45,16,13,3,0,142,20,16,283,0.1,0.9
20-04-20,KP,"74,521","39,523,371",3,7090,6544,1235,267,67,605,296,141,3046,296,287,9,0,605,267,107,3487,0.24,0.77
20-04-20,Punjab,"205,345","119,017,465",3,34084,58304,3721,702,42,1975,1002,147,1592,1002,985,17,0,1975,702,231,4630,0.55,0.45
20-04-20,Sindh,"140,914","47,893,244",3,24458,24458,2537,625,56,1065,791,169,4688,791,776,15,0,1065,625,17,2694,0.14,0.86
21-04-20,AJK,"13,297","4,045,000",3,1355,1355,50,16,0,0,34,16,304,34,34,0,0,0,16,60,168,0.14,0.86
21-04-20,Balochistan,"347,190","12,344,739",3,6391,5636,465,161,6,231,67,96,2136,67,67,0,0,231,161,68,556,0.31,0.68
21-04-20,GB,"72,496","1,900,000",3,2827,2604,281,195,3,79,4,26,151,4,4,0,0,79,195,43,100,0.61,0.39
21-04-20,ICT,906,"2,001,579",3,6224,6224,185,20,3,148,14,2,40,14,11,3,0,148,20,16,191,0.1,0.9
21-04-20,KP,"74,521","39,523,371",3,8340,9360,1276,297,74,577,328,141,3046,328,320,8,0,577,297,262,0,0.22,0.77
21-04-20,Punjab,"205,345","119,017,465",3,35890,60649,4195,742,45,2257,1151,147,1592,1151,1137,14,0,2257,742,231,4630,0.52,0.48
21-04-20,Sindh,"140,914","47,893,244",3,26058,26058,2764,635,61,1223,845,169,4688,845,818,27,0,1223,635,17,2458,0.12,0.87
22-04-20,AJK,"13,297","4,045,000",3,1416,1416,51,23,0,0,28,16,304,28,28,0,0,0,23,60,195,0.14,0.86
22-04-20,Balochistan,"347,190","12,344,739",3,7650,6130,552,168,8,294,82,96,2136,82,82,0,0,294,168,68,550,0.26,0.73
22-04-20,GB,"72,496","1,900,000",3,3047,2859,290,201,3,76,10,26,151,10,10,0,0,76,201,43,218,0.59,0.41
22-04-20,ICT,906,"2,001,579",3,6931,6931,204,26,3,167,8,22,207,8,7,1,0,167,26,16,94,0.09,0.91
22-04-20,KP,"74,521","39,523,371",3,9828,10837,1453,414,83,605,351,200,4093,351,345,6,0,605,414,250,3645,0.2,0.8
22-04-20,Punjab,"205,345","119,017,465",3,38965,66030,4590,790,58,21452,1290,188,2674,1290,1273,17,0,21452,790,233,4655,0.26,0.74
22-04-20,Sindh,"140,914","47,893,244",3,30346,30346,3373,715,69,1579,1010,169,4688,1010,974,36,0,1579,715,17,588,0.1,0.9
23-04-20,AJK,"13,297","4,045,000",3,1471,1471,55,0,0,0,30,16,304,30,30,0,0,0,25,60,170,0.13,0.87
23-04-20,Balochistan,"347,190","12,344,739",3,8358,6504,607,346,8,0,79,96,2136,79,79,0,0,346,174,68,726,0.24,0.76
23-04-20,GB,"72,496","1,900,000",3,3239,2998,300,75,3,0,10,26,151,10,10,0,0,75,212,43,108,0.57,0.43
23-04-20,ICT,906,"2,001,579",3,7519,7519,214,173,3,0,12,22,207,12,11,1,0,173,26,16,102,0.08,0.92
23-04-20,KP,"74,521","39,523,371",3,10954,11963,1541,628,85,0,373,200,4093,373,332,41,0,628,455,279,797,0.21,0.79
23-04-20,Punjab,"205,345","119,017,465",3,40157,67882,4767,2497,65,0,1300,188,2674,1300,1280,20,0,2497,905,233,4655,0.25,0.75
23-04-20,Sindh,"140,914","47,893,244",3,33028,33028,3671,1805,73,0,1063,169,4688,1063,1014,49,0,1805,730,17,745,0.13,0.87
24-04-20,AJK,"13,297","4,045,000",3,1522,1522,55,0,0,0,27,16,304,27,27,0,0,0,28,60,163,0.13,0.87
24-04-20,Balochistan,"347,190","12,344,739",3,8794,6742,656,393,10,0,77,96,2136,77,69,8,0,393,176,68,800,0.22,0.77
24-04-20,GB,"72,496","1,900,000",3,3434,3162,307,81,3,0,10,26,151,10,10,0,0,81,213,43,105,0.56,0.44
24-04-20,ICT,906,"2,001,579",3,8059,8059,223,177,3,0,14,22,358,14,12,2,0,177,29,16,298,0.08,0.92
24-04-20,KP,"74,521","39,523,371",3,12100,13109,1708,738,89,12,409,200,4093,409,361,36,12,738,472,279,612,0.22,0.78
24-04-20,Punjab,"205,345","119,017,465",3,41126,69971,5046,2577,73,20,1331,188,2674,1331,1309,2,20,2577,1065,233,5165,0.25,0.75
24-04-20,Sindh,"140,914","47,893,244",3,35582,35582,3945,1893,75,14,1205,169,4688,1205,1158,33,14,1893,772,17,765,0.12,0.88
25-04-20,AJK,"13,297","4,045,000",3,1588,1588,55,0,0,0,23,16,304,23,23,0,0,0,32,60,181,0.13,0.87
25-04-20,Balochistan,"347,190","12,344,739",3,10404,7212,722,449,11,0,86,96,2136,86,83,3,0,449,176,68,962,0.2,0.8
25-04-20,GB,"72,496","1,900,000",3,3591,3273,308,79,3,0,10,26,151,10,10,0,0,79,216,43,116,0.56,0.44
25-04-20,ICT,906,"2,001,579",3,8455,8455,235,188,3,0,15,22,358,15,13,2,0,188,29,16,295,0.08,0.92
25-04-20,KP,"74,521","39,523,371",3,12921,13930,1793,760,93,10,455,200,4093,455,405,40,10,760,485,279,1200,0.21,0.79
25-04-20,Punjab,"205,345","119,017,465",3,42456,71726,5378,2577,81,25,1594,188,2674,1594,1566,3,25,2577,1126,233,5165,0.23,0.76
25-04-20,Sindh,"140,914","47,893,244",3,38181,38181,4232,2146,78,14,1206,169,4688,1206,1162,30,14,2146,802,17,765,0.12,0.89
